ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,NormalizedTitle,NormalizedAuthor,DuplicateKey,RatingCount
0061096113,Mistaken Identity,Lisa Scottoline,2000,HarperTorch,http://images.amazon.com/images/P/0061096113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061096113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061096113.01.LZZZZZZZ.jpg,mistaken identity,lisa scottoline,mistaken identity|lisa scottoline,7
0517693119,More Than Complete Hitchhiker's Guide,Douglas Adams,1990,Bonanza Books,http://images.amazon.com/images/P/0517693119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517693119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517693119.01.LZZZZZZZ.jpg,more than complete hitchhikers guide,douglas adams,more than complete hitchhikers guide|douglas adams,7
0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books,http://images.amazon.com/images/P/0525945210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945210.01.LZZZZZZZ.jpg,a man named dave a story of triumph and forgiveness,david j pelzer,a man named dave a story of triumph and forgiveness|david j pelzer,7
0380730200,The Giant's House : A Romance,Elizabeth McCracken,1997,Perennial,http://images.amazon.com/images/P/0380730200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730200.01.LZZZZZZZ.jpg,the giants house a romance,elizabeth mccracken,the giants house a romance|elizabeth mccracken,7
0140258795,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,1996,Penguin Books,http://images.amazon.com/images/P/0140258795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.LZZZZZZZ.jpg,longitude the true story of a lone genius who solved the greatest scientific problem of his time,dava sobel,longitude the true story of a lone genius who solved the greatest scientific problem of his time|dava sobel,7
0874776945,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher,http://images.amazon.com/images/P/0874776945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874776945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874776945.01.LZZZZZZZ.jpg,the artists way a spiritual path to higher creativity,julia cameron,the artists way a spiritual path to higher creativity|julia cameron,7
0451208862,Dead Girls Don't Wear Diamonds (Blackbird Sisters Mysteries),Nancy Martin,2003,Signet Book,http://images.amazon.com/images/P/0451208862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208862.01.LZZZZZZZ.jpg,dead girls dont wear diamonds blackbird sisters mysteries,nancy martin,dead girls dont wear diamonds blackbird sisters mysteries|nancy martin,7
0446610100,Wish You Well,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446610100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg,wish you well,david baldacci,wish you well|david baldacci,7
155166951X,What The Lady Wants,Jennifer Crusie,2002,Mira,http://images.amazon.com/images/P/155166951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155166951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155166951X.01.LZZZZZZZ.jpg,what the lady wants,jennifer crusie,what the lady wants|jennifer crusie,7
0393050939,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393050939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393050939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393050939.01.LZZZZZZZ.jpg,stiff the curious lives of human cadavers,mary roach,stiff the curious lives of human cadavers|mary roach,7
0671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket,http://images.amazon.com/images/P/0671527215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671527215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671527215.01.LZZZZZZZ.jpg,hitchhikerss guide to the galaxy,douglas adams,hitchhikerss guide to the galaxy|douglas adams,7
0679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0679439382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg,the little friend,donna tartt,the little friend|donna tartt,7
067168972X,The Duchess,Jude Deveraux,1992,Pocket,http://images.amazon.com/images/P/067168972X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067168972X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067168972X.01.LZZZZZZZ.jpg,the duchess,jude deveraux,the duchess|jude deveraux,7
0380808072,First Lady,Susan Elizabeth Phillips,2000,Avon,http://images.amazon.com/images/P/0380808072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380808072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380808072.01.LZZZZZZZ.jpg,first lady,susan elizabeth phillips,first lady|susan elizabeth phillips,7
0804119716,Out of Control,Suzanne Brockmann,2002,Ballantine Books,http://images.amazon.com/images/P/0804119716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804119716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804119716.01.LZZZZZZZ.jpg,out of control,suzanne brockmann,out of control|suzanne brockmann,7
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425119653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg,mutation,robin cook,mutation|robin cook,7
0671797050,FIRST WIVES CLUB,Olivia Goldsmith,1993,Pocket,http://images.amazon.com/images/P/0671797050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.LZZZZZZZ.jpg,first wives club,olivia goldsmith,first wives club|olivia goldsmith,7
0425092178,Strangers,Dean R. Koontz,1986,Penguin Putnam~mass,http://images.amazon.com/images/P/0425092178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.LZZZZZZZ.jpg,strangers,dean r koontz,strangers|dean r koontz,7
1558745017,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558745017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745017.01.LZZZZZZZ.jpg,chicken soup for the christian soul chicken soup for the soul series paper,jack canfield,chicken soup for the christian soul chicken soup for the soul series paper|jack canfield,7
0385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor,http://images.amazon.com/images/P/0385490445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.LZZZZZZZ.jpg,alias grace a novel,margaret atwood,alias grace a novel|margaret atwood,7
0446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000,Warner Books,http://images.amazon.com/images/P/0446677450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg,rich dad poor dad what the rich teach their kids about moneythat the poor and middle class do not,robert t kiyosaki,rich dad poor dad what the rich teach their kids about moneythat the poor and middle class do not|robert t kiyosaki,7
006098824X,Getting Over It,Anna Maxted,2001,Regan Books,http://images.amazon.com/images/P/006098824X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006098824X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006098824X.01.LZZZZZZZ.jpg,getting over it,anna maxted,getting over it|anna maxted,7
0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg,drowning ruth,christina schwarz,drowning ruth|christina schwarz,7
006447108X,The Last Battle,C. S. Lewis,1994,HarperCollins,http://images.amazon.com/images/P/006447108X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006447108X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006447108X.01.LZZZZZZZ.jpg,the last battle,c s lewis,the last battle|c s lewis,7
0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg,couplehood,paul reiser,couplehood|paul reiser,7
0553268937,The Water Is Wide,PAT CONROY,1987,Bantam,http://images.amazon.com/images/P/0553268937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268937.01.LZZZZZZZ.jpg,the water is wide,pat conroy,the water is wide|pat conroy,7
0060192704,"Beauty Fades, Dumb Is Forever: The Making of a Happy Woman",Judy Sheindlin,1999,Cliff Street Books,http://images.amazon.com/images/P/0060192704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060192704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060192704.01.LZZZZZZZ.jpg,beauty fades dumb is forever the making of a happy woman,judy sheindlin,beauty fades dumb is forever the making of a happy woman|judy sheindlin,7
0439404371,The Thief Lord,Cornelia Funke,2002,Scholastic,http://images.amazon.com/images/P/0439404371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439404371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439404371.01.LZZZZZZZ.jpg,the thief lord,cornelia funke,the thief lord|cornelia funke,7
0441104029,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,Ace Books,http://images.amazon.com/images/P/0441104029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441104029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441104029.01.LZZZZZZZ.jpg,children of dune dune chronicles book 3,frank herbert,children of dune dune chronicles book 3|frank herbert,7
0812967240,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002,Villard,http://images.amazon.com/images/P/0812967240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812967240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812967240.01.LZZZZZZZ.jpg,its my fing birthday a novel,merrill markoe,its my fing birthday a novel|merrill markoe,7
0380400480,A Pirate's Love,Johanna Lindsey,1978,Avon,http://images.amazon.com/images/P/0380400480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380400480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380400480.01.LZZZZZZZ.jpg,a pirates love,johanna lindsey,a pirates love|johanna lindsey,7
0380001411,Christy,Catherine Marshall,1976,Avon,http://images.amazon.com/images/P/0380001411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380001411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380001411.01.LZZZZZZZ.jpg,christy,catherine marshall,christy|catherine marshall,7
014018869X,Cold Comfort Farm,Stella Gibbons,1995,Penguin Books,http://images.amazon.com/images/P/014018869X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014018869X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014018869X.01.LZZZZZZZ.jpg,cold comfort farm,stella gibbons,cold comfort farm|stella gibbons,7
0804102988,Sarum: The Novel of England,Edward Rutherford,1992,Ivy Books,http://images.amazon.com/images/P/0804102988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804102988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804102988.01.LZZZZZZZ.jpg,sarum the novel of england,edward rutherford,sarum the novel of england|edward rutherford,7
0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399149325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.LZZZZZZZ.jpg,portrait of a killer jack the ripper case closed,patricia cornwell,portrait of a killer jack the ripper case closed|patricia cornwell,7
0451167538,Different Seasons (Signet),Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451167538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167538.01.LZZZZZZZ.jpg,different seasons signet,stephen king,different seasons signet|stephen king,7
0099771519,Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square,http://images.amazon.com/images/P/0099771519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099771519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099771519.01.LZZZZZZZ.jpg,memoirs of a geisha uk,arthur golden,memoirs of a geisha uk|arthur golden,7
0385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor,http://images.amazon.com/images/P/0385480016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385480016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385480016.01.LZZZZZZZ.jpg,bird by bird some instructions on writing and life,anne lamott,bird by bird some instructions on writing and life|anne lamott,7
0373790481,"My Sexiest Mistake (Blaze, 44)",Kristin Hardy,2002,Harlequin,http://images.amazon.com/images/P/0373790481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373790481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373790481.01.LZZZZZZZ.jpg,my sexiest mistake blaze 44,kristin hardy,my sexiest mistake blaze 44|kristin hardy,7
0140386335,The Neverending Story,Michael Ende,1996,Puffin Books,http://images.amazon.com/images/P/0140386335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140386335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140386335.01.LZZZZZZZ.jpg,the neverending story,michael ende,the neverending story|michael ende,7
0440193613,Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg,wanderlust,danielle steel,wanderlust|danielle steel,7
0345303067,2010: Odyssey Two,Arthur C. Clarke,1984,Del Rey Books,http://images.amazon.com/images/P/0345303067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345303067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345303067.01.LZZZZZZZ.jpg,2010 odyssey two,arthur c clarke,2010 odyssey two|arthur c clarke,7
0451203054,Praying for Sleep,Jeffrey Deaver,2001,Signet Book,http://images.amazon.com/images/P/0451203054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203054.01.LZZZZZZZ.jpg,praying for sleep,jeffrey deaver,praying for sleep|jeffrey deaver,7
0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg,the eyre affair a novel,jasper fforde,the eyre affair a novel|jasper fforde,7
0446673544,Sex &amp; the City,Candace Bushnell,1997,Warner Books,http://images.amazon.com/images/P/0446673544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446673544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446673544.01.LZZZZZZZ.jpg,sex amp the city,candace bushnell,sex amp the city|candace bushnell,7
0020442203,"Lion, the Witch and the Wardrobe",C.S. Lewis,1970,MacMillan Publishing Company.,http://images.amazon.com/images/P/0020442203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020442203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020442203.01.LZZZZZZZ.jpg,lion the witch and the wardrobe,cs lewis,lion the witch and the wardrobe|cs lewis,7
067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/067100042X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067100042X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067100042X.01.LZZZZZZZ.jpg,silent night a christmas suspense story,mary higgins clark,silent night a christmas suspense story|mary higgins clark,7
0345435249,Darwin's Radio,Greg Bear,2000,Ballantine Books,http://images.amazon.com/images/P/0345435249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435249.01.LZZZZZZZ.jpg,darwins radio,greg bear,darwins radio|greg bear,7
0152050167,The Whale Rider,Witi Ihimaera,2003,Harcourt Paperbacks,http://images.amazon.com/images/P/0152050167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152050167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152050167.01.LZZZZZZZ.jpg,the whale rider,witi ihimaera,the whale rider|witi ihimaera,7
0440236169,Birdman,Mo Hayder,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440236169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236169.01.LZZZZZZZ.jpg,birdman,mo hayder,birdman|mo hayder,7
0671759361,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket,http://images.amazon.com/images/P/0671759361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671759361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671759361.01.LZZZZZZZ.jpg,pearl in the mist landry,vc andrews,pearl in the mist landry|vc andrews,7
0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743224574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.LZZZZZZZ.jpg,a beautiful mind the life of mathematical genius and nobel laureate john nash,sylvia nasar,a beautiful mind the life of mathematical genius and nobel laureate john nash|sylvia nasar,7
0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312955006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.LZZZZZZZ.jpg,the concrete blonde a harry bosch novel,michael connelly,the concrete blonde a harry bosch novel|michael connelly,7
0451191153,The Fountainhead,Ayn Rand,1996,New American Library,http://images.amazon.com/images/P/0451191153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191153.01.LZZZZZZZ.jpg,the fountainhead,ayn rand,the fountainhead|ayn rand,7
